"mep_id","vote","vote_detail_id","description","for_score","abstention_score","against_score","type_weight","theme","time_weight","score","weighted_score","total_weight","long_id","end","political_group","national_political_group","id","code","country","full_name"
4964,"For",132419,"EU Biodiversity Strategy: Bring back Nature into our Lives - Vote on the final resolution",20,0,0,2,"Biodiversity",8.442107518455497,20,337.6843007382199,16.884215036910994,4560,,"EPP","Christen Democratisch Appèl",4964,"nl","Netherlands","Antonius Manders"
