"mep_id","vote","vote_detail_id","description","for_score","abstention_score","against_score","type_weight","theme","time_weight","score","weighted_score","total_weight","long_id","end","political_group","national_political_group","id","code","country","full_name"
7072,"For",134449,"European Maritime and Fisheries Fund - Am n°1 - Rejection Amendment",20,10,10,10,"Ocean",8.61034718671796,20,1722.0694373435917,86.10347186717959,197684,"2022-09-02","GUE/NGL","EH BILDU",7072,"es","Spain","Pernando Barrenaarza"
