"mep_id","vote","vote_detail_id","description","for_score","abstention_score","against_score","type_weight","theme","time_weight","score","weighted_score","total_weight","long_id","end","political_group","national_political_group","id","code","country","full_name"
6985,"For",128209,"Fisheries Control Regulation - Amendment n° 337",20,10,0,8,"Ocean",7.8068820207135055,20,1249.1011233141608,62.455056165708044,197593,,"Renew","Liste Renaissance",6985,"fr","France","Véronique Trillet-lenoir"
6985,"For",128209,"Fisheries Control Regulation - Amendment n° 338",20,10,0,8,"Ocean",7.8068820207135055,20,1249.1011233141608,62.455056165708044,197593,,"Renew","Liste Renaissance",6985,"fr","France","Véronique Trillet-lenoir"
