"mep_id","vote","vote_detail_id","description","for_score","abstention_score","against_score","type_weight","theme","time_weight","score","weighted_score","total_weight","long_id","end","political_group","national_political_group","id","code","country","full_name"
7278,"For",133413,"EU Biodiversity Strategy: Bring back Nature into our Lives - Paragraph 14 Split 6",20,0,0,4,"Biodiversity",8.442107518455497,20,675.3686014764398,33.76843007382199,204733,,"ECR","Meer Directe Democratie",7278,"nl","Netherlands","Dorien Rookmaker"
7278,"Against",133448,"EU Biodiversity Strategy: Bring back Nature into our Lives - Amendment 18",0,0,20,4,"Biodiversity",8.442107518455497,20,675.3686014764398,33.76843007382199,204733,,"ECR","Meer Directe Democratie",7278,"nl","Netherlands","Dorien Rookmaker"
