"mep_id","vote","vote_detail_id","description","for_score","abstention_score","against_score","type_weight","theme","time_weight","score","weighted_score","total_weight","long_id","end","political_group","national_political_group","id","code","country","full_name"
6718,"For",157259,"Restore Nature Rejection Amendment",0,0,20,10,"Biodiversity",8.646180179684817,0,0,86.46180179684818,132366,,"ECR","Perussuomalaiset",6718,"fi","Finland","Pirkko Ruohonen-lerner"
